enrollment,interval,start,end,model
118,Monthly,9/1/2020,9/30/2020,Typical/Traditional In-Person
118,Monthly,10/1/2020,10/31/2020,Typical/Traditional In-Person
118,Monthly,11/1/2020,11/30/2020,Typical/Traditional In-Person
118,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
89,Weekly,1/18/2021,1/24/2021,Typical/Traditional In-Person
89,Weekly,1/25/2021,1/31/2021,Typical/Traditional In-Person
89,Weekly,2/1/2021,2/7/2021,Typical/Traditional In-Person
89,Weekly,2/8/2021,2/14/2021,Typical/Traditional In-Person
89,Weekly,2/15/2021,2/21/2021,Typical/Traditional In-Person
89,Weekly,2/22/2021,2/28/2021,Typical/Traditional In-Person
89,Weekly,3/1/2021,3/7/2021,Typical/Traditional In-Person
91,Weekly,3/8/2021,3/14/2021,Typical/Traditional In-Person
91,Weekly,3/15/2021,3/21/2021,Typical/Traditional In-Person
91,Weekly,3/22/2021,3/28/2021,Typical/Traditional In-Person
91,Weekly,3/29/2021,4/4/2021,Typical/Traditional In-Person
93,Weekly,4/12/2021,4/18/2021,Typical/Traditional In-Person
93,Weekly,4/19/2021,4/25/2021,Typical/Traditional In-Person
93,Weekly,4/26/2021,5/2/2021,Typical/Traditional In-Person
93,Weekly,5/3/2021,5/9/2021,Typical/Traditional In-Person
92,Weekly,5/10/2021,5/16/2021,Typical/Traditional In-Person
89,Weekly,5/17/2021,5/23/2021,Typical/Traditional In-Person
83,Weekly,5/24/2021,5/30/2021,Typical/Traditional In-Person
83,Weekly,5/31/2021,6/6/2021,Typical/Traditional In-Person
2552,Monthly,9/1/2020,9/30/2020,Partial In-Person for All Students
2552,Monthly,10/1/2020,10/31/2020,Phase-In
2552,Monthly,11/1/2020,11/30/2020,100% Remote
2552,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
,Weekly,1/18/2021,1/24/2021,
2435,Weekly,1/25/2021,1/31/2021,Partial In-Person for All Students
2501,Weekly,2/1/2021,2/7/2021,Partial In-Person for All Students
2501,Weekly,2/8/2021,2/14/2021,Partial In-Person for All Students
2501,Weekly,2/15/2021,2/21/2021,Partial In-Person for All Students
2501,Weekly,2/22/2021,2/28/2021,Partial In-Person for All Students
2501,Weekly,3/1/2021,3/7/2021,Partial In-Person for All Students
2501,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
2501,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
2501,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
2501,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
2429,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
2429,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
2429,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
,Weekly,5/3/2021,5/9/2021,
2423,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
2423,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
2423,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
2423,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
5382,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
5382,Monthly,10/1/2020,10/31/2020,Phase-In
5382,Monthly,11/1/2020,11/30/2020,Phase-In
5382,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
5261,Weekly,1/18/2021,1/24/2021,Phase-In
5261,Weekly,1/25/2021,1/31/2021,Phase-In
5261,Weekly,2/1/2021,2/7/2021,Phase-In
5238,Weekly,2/8/2021,2/14/2021,Phase-In
5338,Weekly,2/15/2021,2/21/2021,Partial In-Person for All Students
5228,Weekly,2/22/2021,2/28/2021,Partial In-Person for All Students
5279,Weekly,3/1/2021,3/7/2021,Partial In-Person for All Students
5617,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
5268,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
5295,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
5365,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
5284,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
5418,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
5450,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
5424,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
5444,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
5444,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
5454,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
5309,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
612,Monthly,9/1/2020,9/30/2020,Typical/Traditional In-Person
612,Monthly,10/1/2020,10/31/2020,Typical/Traditional In-Person
612,Monthly,11/1/2020,11/30/2020,Typical/Traditional In-Person
612,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
592,Weekly,1/18/2021,1/24/2021,Typical/Traditional In-Person
622,Weekly,1/25/2021,1/31/2021,Typical/Traditional In-Person
623,Weekly,2/1/2021,2/7/2021,Typical/Traditional In-Person
622,Weekly,2/8/2021,2/14/2021,Typical/Traditional In-Person
623,Weekly,2/15/2021,2/21/2021,Typical/Traditional In-Person
624,Weekly,2/22/2021,2/28/2021,Typical/Traditional In-Person
620,Weekly,3/1/2021,3/7/2021,Typical/Traditional In-Person
620,Weekly,3/8/2021,3/14/2021,Typical/Traditional In-Person
621,Weekly,3/15/2021,3/21/2021,Typical/Traditional In-Person
623,Weekly,3/22/2021,3/28/2021,Typical/Traditional In-Person
623,Weekly,3/29/2021,4/4/2021,Typical/Traditional In-Person
620,Weekly,4/12/2021,4/18/2021,Typical/Traditional In-Person
620,Weekly,4/19/2021,4/25/2021,Typical/Traditional In-Person
619,Weekly,4/26/2021,5/2/2021,Typical/Traditional In-Person
619,Weekly,5/3/2021,5/9/2021,Typical/Traditional In-Person
619,Weekly,5/10/2021,5/16/2021,Typical/Traditional In-Person
619,Weekly,5/17/2021,5/23/2021,Typical/Traditional In-Person
619,Weekly,5/24/2021,5/30/2021,Typical/Traditional In-Person
619,Weekly,5/31/2021,6/6/2021,Typical/Traditional In-Person
16706,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
16706,Monthly,10/1/2020,10/31/2020,Small Groups + Remote
16706,Monthly,11/1/2020,11/30/2020,Small Groups + Remote
16706,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
16581,Weekly,1/18/2021,1/24/2021,Small Groups + Remote
16581,Weekly,1/25/2021,1/31/2021,Small Groups + Remote
16585,Weekly,2/1/2021,2/7/2021,Small Groups + Remote
16585,Weekly,2/8/2021,2/14/2021,Small Groups + Remote
16585,Weekly,2/15/2021,2/21/2021,Small Groups + Remote
16585,Weekly,2/22/2021,2/28/2021,Small Groups + Remote
16570,Weekly,3/1/2021,3/7/2021,Phase-In
16570,Weekly,3/8/2021,3/14/2021,Phase-In
16570,Weekly,3/15/2021,3/21/2021,Phase-In
16570,Weekly,3/22/2021,3/28/2021,Phase-In
16579,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
16531,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
16531,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
16531,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
16613,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
16613,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
16613,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
16613,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
16613,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
3638,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
3638,Monthly,10/1/2020,10/31/2020,Small Groups + Remote
3638,Monthly,11/1/2020,11/30/2020,Small Groups + Remote
3638,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
3666,Weekly,1/18/2021,1/24/2021,Small Groups + Remote
3666,Weekly,1/25/2021,1/31/2021,Partial In-Person for All Students
3563,Weekly,2/1/2021,2/7/2021,Partial In-Person for All Students
3563,Weekly,2/8/2021,2/14/2021,Partial In-Person for All Students
3563,Weekly,2/15/2021,2/21/2021,Partial In-Person for All Students
3556,Weekly,2/22/2021,2/28/2021,Partial In-Person for All Students
3555,Weekly,3/1/2021,3/7/2021,Partial In-Person for All Students
3556,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
3551,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
3557,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
3564,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
3566,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
3572,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
3575,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
3578,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
3577,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
3578,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
3575,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
,Weekly,5/31/2021,6/6/2021,
11950,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
11950,Monthly,10/1/2020,10/31/2020,Small Groups + Remote
11950,Monthly,11/1/2020,11/30/2020,Small Groups + Remote
11950,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
11800,Weekly,1/18/2021,1/24/2021,Phase-In
11800,Weekly,1/25/2021,1/31/2021,Phase-In
11800,Weekly,2/1/2021,2/7/2021,Partial In-Person for All Students
,Weekly,2/8/2021,2/14/2021,
11800,Weekly,2/15/2021,2/21/2021,Partial In-Person for All Students
,Weekly,2/22/2021,2/28/2021,
,Weekly,3/1/2021,3/7/2021,
11800,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
11800,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
11800,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
11800,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
,Weekly,4/12/2021,4/18/2021,
11800,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
,Weekly,4/26/2021,5/2/2021,
11800,Weekly,5/3/2021,5/9/2021,Typical/Traditional In-Person
11800,Weekly,5/10/2021,5/16/2021,Typical/Traditional In-Person
11800,Weekly,5/17/2021,5/23/2021,Typical/Traditional In-Person
11800,Weekly,5/24/2021,5/30/2021,Typical/Traditional In-Person
11800,Weekly,5/31/2021,6/6/2021,Typical/Traditional In-Person
20001,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
20001,Monthly,10/1/2020,10/31/2020,Small Groups + Remote
20001,Monthly,11/1/2020,11/30/2020,Not Available
20001,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
,Weekly,1/18/2021,1/24/2021,
19801,Weekly,1/25/2021,1/31/2021,Phase-In
19736,Weekly,2/1/2021,2/7/2021,Phase-In
19717,Weekly,2/8/2021,2/14/2021,Phase-In
19717,Weekly,2/15/2021,2/21/2021,Phase-In
19717,Weekly,2/22/2021,2/28/2021,Phase-In
19693,Weekly,3/1/2021,3/7/2021,Phase-In
19683,Weekly,3/8/2021,3/14/2021,Phase-In
19677,Weekly,3/15/2021,3/21/2021,Phase-In
19674,Weekly,3/22/2021,3/28/2021,Phase-In
19660,Weekly,3/29/2021,4/4/2021,Phase-In
19649,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
19649,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
19546,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
19546,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
19556,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
19553,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
19546,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
19551,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
11452,Monthly,9/1/2020,9/30/2020,100% Remote
11452,Monthly,10/1/2020,10/31/2020,100% Remote
11452,Monthly,11/1/2020,11/30/2020,Phase-In
11452,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
10083,Weekly,1/18/2021,1/24/2021,Phase-In
10083,Weekly,1/25/2021,1/31/2021,Phase-In
10083,Weekly,2/1/2021,2/7/2021,Phase-In
10083,Weekly,2/8/2021,2/14/2021,Phase-In
10083,Weekly,2/15/2021,2/21/2021,Phase-In
10387,Weekly,2/22/2021,2/28/2021,Phase-In
10387,Weekly,3/1/2021,3/7/2021,Partial In-Person for All Students
11137,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
11137,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
11137,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
11137,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
11137,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
11137,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
11137,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
11137,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
11137,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
11137,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
11137,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
11137,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
20,Monthly,9/1/2020,9/30/2020,Partial In-Person for All Students
20,Monthly,10/1/2020,10/31/2020,Partial In-Person for All Students
20,Monthly,11/1/2020,11/30/2020,Partial In-Person for All Students
20,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
15,Weekly,1/18/2021,1/24/2021,Partial In-Person for All Students
15,Weekly,1/25/2021,1/31/2021,Partial In-Person for All Students
15,Weekly,2/1/2021,2/7/2021,Typical/Traditional In-Person
15,Weekly,2/8/2021,2/14/2021,Typical/Traditional In-Person
15,Weekly,2/15/2021,2/21/2021,Typical/Traditional In-Person
15,Weekly,2/22/2021,2/28/2021,Typical/Traditional In-Person
15,Weekly,3/1/2021,3/7/2021,Typical/Traditional In-Person
15,Weekly,3/8/2021,3/14/2021,Typical/Traditional In-Person
15,Weekly,3/15/2021,3/21/2021,Typical/Traditional In-Person
15,Weekly,3/22/2021,3/28/2021,Typical/Traditional In-Person
15,Weekly,3/29/2021,4/4/2021,Typical/Traditional In-Person
15,Weekly,4/12/2021,4/18/2021,Typical/Traditional In-Person
15,Weekly,4/19/2021,4/25/2021,Typical/Traditional In-Person
15,Weekly,4/26/2021,5/2/2021,Typical/Traditional In-Person
16,Weekly,5/3/2021,5/9/2021,Typical/Traditional In-Person
16,Weekly,5/10/2021,5/16/2021,Typical/Traditional In-Person
16,Weekly,5/17/2021,5/23/2021,Typical/Traditional In-Person
16,Weekly,5/24/2021,5/30/2021,Typical/Traditional In-Person
16,Weekly,5/31/2021,6/6/2021,Typical/Traditional In-Person
19791,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
19791,Monthly,10/1/2020,10/31/2020,Small Groups + Remote
19791,Monthly,11/1/2020,11/30/2020,Small Groups + Remote
19791,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
18899,Weekly,1/18/2021,1/24/2021,Small Groups + Remote
19188,Weekly,1/25/2021,1/31/2021,Small Groups + Remote
19188,Weekly,2/1/2021,2/7/2021,Phase-In
19188,Weekly,2/8/2021,2/14/2021,Phase-In
19188,Weekly,2/15/2021,2/21/2021,Phase-In
19188,Weekly,2/22/2021,2/28/2021,Phase-In
,Weekly,3/1/2021,3/7/2021,
19188,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
,Weekly,3/15/2021,3/21/2021,
19188,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
20188,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
,Weekly,4/12/2021,4/18/2021,
20188,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
,Weekly,4/26/2021,5/2/2021,
20188,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
20188,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
20188,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
,Weekly,5/24/2021,5/30/2021,
20188,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
39,Monthly,9/1/2020,9/30/2020,Typical/Traditional In-Person
39,Monthly,10/1/2020,10/31/2020,Typical/Traditional In-Person
39,Monthly,11/1/2020,11/30/2020,Typical/Traditional In-Person
39,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
107,Weekly,1/18/2021,1/24/2021,Typical/Traditional In-Person
107,Weekly,1/25/2021,1/31/2021,Typical/Traditional In-Person
110,Weekly,2/1/2021,2/7/2021,Typical/Traditional In-Person
110,Weekly,2/8/2021,2/14/2021,Typical/Traditional In-Person
110,Weekly,2/15/2021,2/21/2021,
110,Weekly,2/22/2021,2/28/2021,Typical/Traditional In-Person
110,Weekly,3/1/2021,3/7/2021,Typical/Traditional In-Person
110,Weekly,3/8/2021,3/14/2021,Typical/Traditional In-Person
108,Weekly,3/15/2021,3/21/2021,Typical/Traditional In-Person
107,Weekly,3/22/2021,3/28/2021,Typical/Traditional In-Person
107,Weekly,3/29/2021,4/4/2021,Typical/Traditional In-Person
107,Weekly,4/12/2021,4/18/2021,Typical/Traditional In-Person
107,Weekly,4/19/2021,4/25/2021,Typical/Traditional In-Person
107,Weekly,4/26/2021,5/2/2021,Typical/Traditional In-Person
107,Weekly,5/3/2021,5/9/2021,Typical/Traditional In-Person
107,Weekly,5/10/2021,5/16/2021,Typical/Traditional In-Person
107,Weekly,5/17/2021,5/23/2021,Typical/Traditional In-Person
107,Weekly,5/24/2021,5/30/2021,Typical/Traditional In-Person
107,Weekly,5/31/2021,6/6/2021,Typical/Traditional In-Person
2173,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
2173,Monthly,10/1/2020,10/31/2020,Phase-In
2173,Monthly,11/1/2020,11/30/2020,Partial In-Person for All Students
2173,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
2166,Weekly,1/18/2021,1/24/2021,Partial In-Person for All Students
2166,Weekly,1/25/2021,1/31/2021,Partial In-Person for All Students
2170,Weekly,2/1/2021,2/7/2021,Partial In-Person for All Students
2157,Weekly,2/8/2021,2/14/2021,Partial In-Person for All Students
2156,Weekly,2/15/2021,2/21/2021,Partial In-Person for All Students
2157,Weekly,2/22/2021,2/28/2021,Partial In-Person for All Students
2163,Weekly,3/1/2021,3/7/2021,Partial In-Person for All Students
2151,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
2151,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
2150,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
2152,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
2148,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
2150,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
2152,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
2154,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
2157,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
2158,Weekly,5/17/2021,5/23/2021,Partial In-Person for All Students
2158,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
2153,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
89,Monthly,9/1/2020,9/30/2020,Typical/Traditional In-Person
89,Monthly,10/1/2020,10/31/2020,Not Available
89,Monthly,11/1/2020,11/30/2020,Not Available
89,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
,Weekly,1/18/2021,1/24/2021,
,Weekly,1/25/2021,1/31/2021,
,Weekly,2/1/2021,2/7/2021,
,Weekly,2/8/2021,2/14/2021,
,Weekly,2/15/2021,2/21/2021,
,Weekly,2/22/2021,2/28/2021,
84,Weekly,3/1/2021,3/7/2021,Typical/Traditional In-Person
84,Weekly,3/8/2021,3/14/2021,Typical/Traditional In-Person
,Weekly,3/15/2021,3/21/2021,
84,Weekly,3/22/2021,3/28/2021,Typical/Traditional In-Person
84,Weekly,3/29/2021,4/4/2021,Typical/Traditional In-Person
,Weekly,4/12/2021,4/18/2021,
84,Weekly,4/19/2021,4/25/2021,Typical/Traditional In-Person
87,Weekly,4/26/2021,5/2/2021,Typical/Traditional In-Person
,Weekly,5/3/2021,5/9/2021,
87,Weekly,5/10/2021,5/16/2021,Typical/Traditional In-Person
,Weekly,5/17/2021,5/23/2021,
87,Weekly,5/24/2021,5/30/2021,Typical/Traditional In-Person
,Weekly,5/31/2021,6/6/2021,
4417,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
4417,Monthly,10/1/2020,10/31/2020,Small Groups + Remote
4417,Monthly,11/1/2020,11/30/2020,Small Groups + Remote
4417,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
4389,Weekly,1/18/2021,1/24/2021,Small Groups + Remote
4376,Weekly,1/25/2021,1/31/2021,Phase-In
4401,Weekly,2/1/2021,2/7/2021,Phase-In
4404,Weekly,2/8/2021,2/14/2021,Phase-In
4403,Weekly,2/15/2021,2/21/2021,Phase-In
4404,Weekly,2/22/2021,2/28/2021,Phase-In
4380,Weekly,3/1/2021,3/7/2021,Phase-In
4385,Weekly,3/8/2021,3/14/2021,Phase-In
4384,Weekly,3/15/2021,3/21/2021,Phase-In
4377,Weekly,3/22/2021,3/28/2021,Phase-In
4375,Weekly,3/29/2021,4/4/2021,Phase-In
4380,Weekly,4/12/2021,4/18/2021,Phase-In
4394,Weekly,4/19/2021,4/25/2021,Phase-In
4385,Weekly,4/26/2021,5/2/2021,Phase-In
15894,Weekly,5/3/2021,5/9/2021,Phase-In
4369,Weekly,5/10/2021,5/16/2021,Phase-In
4370,Weekly,5/17/2021,5/23/2021,Phase-In
4364,Weekly,5/24/2021,5/30/2021,Phase-In
,Weekly,5/31/2021,6/6/2021,
936,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
936,Monthly,10/1/2020,10/31/2020,Partial In-Person for All Students
936,Monthly,11/1/2020,11/30/2020,Partial In-Person for All Students
936,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
921,Weekly,1/18/2021,1/24/2021,Partial In-Person for All Students
921,Weekly,1/25/2021,1/31/2021,Partial In-Person for All Students
921,Weekly,2/1/2021,2/7/2021,Partial In-Person for All Students
921,Weekly,2/8/2021,2/14/2021,Partial In-Person for All Students
921,Weekly,2/15/2021,2/21/2021,Partial In-Person for All Students
921,Weekly,2/22/2021,2/28/2021,Partial In-Person for All Students
921,Weekly,3/1/2021,3/7/2021,Partial In-Person for All Students
921,Weekly,3/8/2021,3/14/2021,Partial In-Person for All Students
921,Weekly,3/15/2021,3/21/2021,Partial In-Person for All Students
921,Weekly,3/22/2021,3/28/2021,Partial In-Person for All Students
921,Weekly,3/29/2021,4/4/2021,Partial In-Person for All Students
921,Weekly,4/12/2021,4/18/2021,Partial In-Person for All Students
921,Weekly,4/19/2021,4/25/2021,Partial In-Person for All Students
921,Weekly,4/26/2021,5/2/2021,Partial In-Person for All Students
921,Weekly,5/3/2021,5/9/2021,Partial In-Person for All Students
921,Weekly,5/10/2021,5/16/2021,Partial In-Person for All Students
,Weekly,5/17/2021,5/23/2021,
921,Weekly,5/24/2021,5/30/2021,Partial In-Person for All Students
921,Weekly,5/31/2021,6/6/2021,Partial In-Person for All Students
757,Monthly,9/1/2020,9/30/2020,Small Groups + Remote
757,Monthly,10/1/2020,10/31/2020,Partial In-Person for All Students
757,Monthly,11/1/2020,11/30/2020,Partial In-Person for All Students
757,Monthly,12/1/2020,12/31/2020,
,Weekly,1/1/2021,1/10/2021,
,Weekly,1/11/2021,1/17/2021,
732,Weekly,1/18/2021,1/24/2021,Phase-In
732,Weekly,1/25/2021,1/31/2021,Phase-In
,Weekly,2/1/2021,2/7/2021,
741,Weekly,2/8/2021,2/14/2021,Partial In-Person for All Students
,Weekly,2/15/2021,2/21/2021,
741,Weekly,2/22/2021,2/28/2021,Partial In-Person for All Students
